 TIME                    	Twb                      	Tcw                      	Tchw                     	Twind                    	Td                       	Gcw                      	Gchw                     	Qfuhe                    	PUE                      	
 8364.83    -0.42    19.17    21.19    27.09    10.80     1.00     1.00    80.52     1.29
 8365.00    -0.33    19.24    21.25    27.15    10.79     1.00     1.00    80.46     1.29
 8365.17    -0.26    19.29    21.31    27.20    10.79     1.00     1.00    80.41     1.29
 8365.33    -0.20    19.34    21.36    27.25    10.79     1.00     1.00    80.36     1.29
 8365.50    -0.17    19.38    21.40    27.29    10.79     1.00     1.00    80.32     1.29
 8365.67    -0.15    19.42    21.43    27.33    10.78     1.00     1.00    80.28     1.29
 8365.83    -0.15    19.44    21.46    27.35    10.78     1.00     1.00    80.25     1.29
 8366.00    -0.16    19.46    21.47    27.37    10.78     1.00     1.00    80.22     1.29
 8366.17    -0.15    19.47    21.49    27.38    10.78     1.00     1.00    80.20     1.29
 8366.33    -0.14    19.48    21.50    27.39    10.78     1.00     1.00    80.18     1.29
 8366.50    -0.13    19.49    21.50    27.40    10.78     1.00     1.00    80.16     1.29
 8366.67    -0.14    19.49    21.51    27.40    10.78     1.00     1.00    80.15     1.29
 8366.83    -0.16    19.49    21.51    27.41    10.78     1.00     1.00    80.13     1.29
 8367.00    -0.20    19.49    21.51    27.40    10.78     1.00     1.00    80.12     1.29
 8367.17    -0.24    19.48    21.50    27.39    10.78     1.00     1.00    80.11     1.29
 8367.33    -0.28    19.47    21.48    27.38    10.78     1.00     1.00    80.10     1.29
 8367.50    -0.34    19.45    21.47    27.36    10.79     1.00     1.00    80.09     1.29
 8367.67    -0.42    19.42    21.44    27.34    10.79     1.00     1.00    80.09     1.29
 8367.83    -0.50    19.40    21.41    27.31    10.79     1.00     1.00    80.08     1.29
 8368.00    -0.60    19.36    21.38    27.28    10.79     1.00     1.00    80.07     1.29
 8368.17    -0.70    19.32    21.34    27.24    10.79     1.00     1.00    80.07     1.29
 8368.33    -0.85    19.28    21.30    27.20    10.80     1.00     1.00    80.07     1.29
 8368.50    -1.02    19.22    21.24    27.15    10.80     1.00     1.00    80.06     1.29
 8368.67    -1.20    19.16    21.18    27.09    10.81     1.00     1.00    80.06     1.29
 8368.83    -1.35    19.09    21.11    27.02    10.81     1.00     1.00    80.06     1.29
 8369.00    -1.45    19.02    21.04    26.95    10.81     1.00     1.00    80.06     1.29
 8369.17    -1.50    18.97    20.99    26.89    10.81     1.00     1.00    80.05     1.29
 8369.33    -1.54    18.92    20.94    26.84    10.80     1.00     1.00    80.05     1.29
 8369.50    -1.57    18.88    20.90    26.80    10.80     1.00     1.00    80.05     1.29
 8369.67    -1.60    18.85    20.87    26.77    10.79     1.00     1.00    80.05     1.29
 8369.83    -1.62    18.83    20.84    26.74    10.79     1.00     1.00    80.05     1.29
 8370.00    -1.64    18.80    20.82    26.72    10.79     1.00     1.00    80.05     1.29
 8370.17    -1.65    18.79    20.80    26.70    10.79     1.00     1.00    80.05     1.29
 8370.33    -1.65    18.77    20.79    26.68    10.78     1.00     1.00    80.05     1.29
 8370.50    -1.65    18.76    20.78    26.67    10.78     1.00     1.00    80.05     1.29
 8370.67    -1.65    18.75    20.77    26.66    10.78     1.00     1.00    80.05     1.29
 8370.83    -1.66    18.75    20.76    26.65    10.78     1.00     1.00    80.05     1.29
 8371.00    -1.67    18.74    20.75    26.64    10.78     1.00     1.00    80.06     1.29
 8371.17    -1.69    18.73    20.74    26.63    10.78     1.00     1.00    80.06     1.29
 8371.33    -1.71    18.72    20.74    26.63    10.78     1.00     1.00    80.06     1.29
 8371.50    -1.73    18.71    20.73    26.62    10.78     1.00     1.00    80.06     1.29
 8371.67    -1.75    18.70    20.72    26.61    10.78     1.00     1.00    80.07     1.29
 8371.83    -1.77    18.69    20.70    26.60    10.78     1.00     1.00    80.07     1.29
 8372.00    -1.79    18.68    20.69    26.58    10.79     1.00     1.00    80.07     1.29
 8372.17    -1.80    18.67    20.68    26.57    10.79     1.00     1.00    80.08     1.29
 8372.33    -1.80    18.66    20.67    26.56    10.79     1.00     1.00    80.09     1.29
 8372.50    -1.80    18.65    20.66    26.56    10.79     1.00     1.00    80.09     1.29
 8372.67    -1.80    18.64    20.66    26.55    10.79     1.00     1.00    80.10     1.29
 8372.83    -1.80    18.64    20.65    26.54    10.79     1.00     1.00    80.11     1.29
 8373.00    -1.80    18.63    20.64    26.54    10.79     1.00     1.00    80.12     1.29
 8373.17    -1.82    18.62    20.64    26.53    10.79     1.00     1.00    80.13     1.29
 8373.33    -1.85    18.61    20.63    26.52    10.79     1.00     1.00    80.15     1.29
 8373.50    -1.88    18.60    20.62    26.51    10.79     1.00     1.00    80.16     1.29
 8373.67    -1.90    18.59    20.61    26.51    10.80     1.00     1.00    80.18     1.29
 8373.83    -1.93    18.58    20.60    26.50    10.80     1.00     1.00    80.20     1.29
 8374.00    -1.96    18.57    20.59    26.49    10.80     1.00     1.00    80.22     1.29
 8374.17    -2.03    18.55    20.57    26.47    10.81     1.00     1.00    80.25     1.29
 8374.33    -2.13    18.53    20.55    26.46    10.81     1.00     1.00    80.28     1.29
 8374.50    -2.22    18.51    20.53    26.44    10.82     1.00     1.00    80.32     1.29
 8374.67    -2.31    18.48    20.50    26.41    10.83     1.00     1.00    80.36     1.29
 8374.83    -2.41    18.45    20.47    26.39    10.83     1.00     1.00    80.41     1.29
 8375.00    -2.50    18.41    20.44    26.36    10.84     1.00     1.00    80.46     1.29
 8375.17    -2.56    18.38    20.41    26.33    10.85     1.00     1.00    80.52     1.29
 8375.33    -2.57    18.35    20.37    26.30    10.86     1.00     1.00    80.59     1.29
 8375.50    -2.58    18.33    20.35    26.28    10.87     1.00     1.00    80.68     1.29
 8375.67    -2.60    18.31    20.33    26.26    10.87     1.00     1.00    80.77     1.29
 8375.83    -2.61    18.30    20.31    26.25    10.88     1.00     1.00    80.88     1.29
 8376.00    -2.63    18.28    20.30    26.25    10.90     1.00     1.00    81.00     1.29
 8376.17    -2.67    18.27    20.29    26.24    10.91     1.00     1.00    81.14     1.29
 8376.33    -2.73    18.25    20.28    26.24    10.93     1.00     1.00    81.30     1.29
 8376.50    -2.78    18.23    20.26    26.24    10.95     1.00     1.00    81.48     1.29
 8376.67    -2.82    18.22    20.25    26.23    10.97     1.00     1.00    81.68     1.29
 8376.83    -2.86    18.20    20.24    26.24    11.00     1.00     1.00    81.91     1.29
 8377.00    -2.90    18.19    20.23    26.24    11.03     1.00     1.00    82.17     1.28
 8377.17    -2.93    18.17    20.22    26.25    11.06     1.00     1.00    82.46     1.28
 8377.33    -2.95    18.16    20.22    26.26    11.10     1.00     1.00    82.78     1.28
 8377.50    -2.98    18.15    20.21    26.28    11.14     1.00     1.00    83.14     1.28
 8377.67    -3.00    18.14    20.20    26.30    11.18     1.00     0.99    83.54     1.28
 8377.83    -3.02    18.13    20.19    26.32    11.23     1.00     0.97    83.98     1.28
 8378.00    -3.04    18.13    20.17    26.36    11.29     1.00     0.96    84.47     1.27
 8378.17    -3.28    18.11    20.15    26.38    11.35     1.00     0.94    85.00     1.27
 8378.33    -3.28    18.08    20.11    26.41    11.42     1.00     0.91    85.57     1.27
 8378.50    -3.29    18.07    20.07    26.44    11.49     1.00     0.88    86.19     1.26
 8378.67    -3.29    18.06    20.04    26.49    11.56     1.00     0.86    86.85     1.26
 8378.83    -3.29    18.05    20.01    26.54    11.63     1.00     0.83    87.56     1.26
 8379.00    -3.28    18.05    19.99    26.60    11.72     1.00     0.80    88.31     1.25
 8379.17    -3.28    18.05    19.97    26.67    11.81     1.00     0.78    89.10     1.25
 8379.33    -3.31    18.05    19.95    26.74    11.91     1.00     0.75    89.92     1.25
 8379.50    -3.35    18.04    19.94    26.82    12.01     1.00     0.73    90.76     1.24
 8379.67    -3.38    18.04    19.92    26.89    12.12     1.00     0.72    91.63     1.24
 8379.83    -3.41    18.04    19.90    26.97    12.23     1.00     0.70    92.50     1.24
 8380.00    -3.44    18.04    19.90    27.05    12.33     1.00     0.69    93.38     1.23
 8380.17    -3.42    18.04    19.89    27.14    12.46     1.00     0.68    94.25     1.23
 8380.33    -3.36    18.05    19.90    27.25    12.57     1.00     0.67    95.10     1.23
 8380.50    -3.30    18.06    19.92    27.34    12.67     1.00     0.66    95.92     1.23
 8380.67    -3.24    18.08    19.96    27.43    12.77     1.00     0.66    96.69     1.22
 8380.83    -3.17    18.10    20.00    27.48    12.87     1.00     0.67    97.41     1.22
 8381.00    -3.11    18.12    20.05    27.56    12.94     1.00     0.67    98.05     1.22
 8381.17    -3.08    18.15    20.10    27.63    13.01     1.00     0.68    98.63     1.22
 8381.33    -3.07    18.17    20.14    27.69    13.07     1.00     0.69    99.11     1.22
 8381.50    -3.06    18.18    20.18    27.74    13.13     1.00     0.70    99.49     1.22
 8381.67    -3.05    18.20    20.22    27.79    13.18     1.00     0.71    99.77     1.22
 8381.83    -3.04    18.21    20.24    27.82    13.21     1.00     0.71    99.94     1.22
 8382.00    -3.03    18.22    20.26    27.84    13.23     1.00     0.71   100.00     1.22
 8382.17    -2.99    18.23    20.27    27.85    13.23     1.00     0.71    99.94     1.22
 8382.33    -2.94    18.24    20.26    27.86    13.22     1.00     0.70    99.77     1.22
 8382.50    -2.89    18.25    20.25    27.86    13.20     1.00     0.69    99.50     1.22
 8382.67    -2.84    18.26    20.23    27.86    13.16     1.00     0.68    99.11     1.22
 8382.83    -2.79    18.27    20.19    27.87    13.12     1.00     0.66    98.63     1.22
 8383.00    -2.74    18.29    20.14    27.86    13.07     1.00     0.63    98.06     1.22
 8383.17    -2.70    18.30    20.08    27.85    12.99     1.00     0.60    97.42     1.22
 8383.33    -2.68    18.31    19.99    27.83    12.90     1.00     0.57    96.70     1.22
 8383.50    -2.66    18.31    19.88    27.79    12.79     1.00     0.53    95.93     1.22
 8383.67    -2.62    18.32    19.75    27.80    12.66     1.00     0.48    95.11     1.22
 8383.83    -2.55    18.33    19.62    27.82    12.55     1.00     0.44    94.26     1.22
 8384.00    -2.43    18.34    19.51    27.90    12.43     1.00     0.41    93.39     1.22
 8384.17    -2.13    18.38    19.44    27.97    12.32     1.00     0.38    92.52     1.22
 8384.33    -1.93    18.43    19.39    28.05    12.21     1.00     0.36    91.64     1.22
 8384.50    -1.66    18.49    19.39    28.13    12.11     1.00     0.34    90.78     1.22
 8384.67    -1.36    18.58    19.43    28.18    11.99     1.00     0.33    89.93     1.22
 8384.83    -1.06    18.67    19.50    28.24    11.89     1.00     0.33    89.11     1.22
 8385.00    -0.78    18.78    19.56    28.31    11.78     1.00     0.32    88.32     1.23
 8385.17    -0.57    18.88    19.68    28.34    11.70     1.00     0.32    87.57     1.23
 8385.33    -0.38    18.98    19.74    28.41    11.59     1.00     0.32    86.86     1.23
 8385.50    -0.19    19.08    19.86    28.41    11.54     1.00     0.32    86.20     1.23
 8385.67    -0.01    19.17    19.91    28.48    11.43     1.00     0.31    85.58     1.23
 8385.83     0.19    19.24    20.03    28.44    11.40     1.00     0.33    85.00     1.24
 8386.00     0.39    19.31    20.03    28.53    11.28     1.00     0.31    84.48     1.24
 8386.17     0.58    19.38    20.16    28.47    11.28     1.00     0.33    83.99     1.24
 8386.33     0.75    19.45    20.15    28.59    11.14     1.00     0.31    83.55     1.24
 8386.50     0.94    19.53    20.34    28.51    11.20     1.00     0.34    83.15     1.24
 8386.67     1.13    19.60    20.30    28.67    11.03     1.00     0.31    82.79     1.24
 8386.83     1.31    19.69    20.55    28.53    11.13     1.00     0.35    82.46     1.24
 8387.00     1.47    19.77    20.47    28.71    10.94     1.00     0.31    82.17     1.24
 8387.17     1.65    19.85    20.76    28.55    11.04     1.00     0.37    81.91     1.25
 8387.33     1.85    19.93    20.69    28.72    10.88     1.00     0.33    81.68     1.25
 8387.50     2.04    20.01    20.94    28.62    10.96     1.00     0.38    81.48     1.25
 8387.67     2.21    20.09    20.95    28.73    10.88     1.00     0.36    81.30     1.25
 8387.83     2.35    20.17    21.13    28.69    10.89     1.00     0.39    81.14     1.25
 8388.00     2.47    20.24    21.21    28.72    10.85     1.00     0.39    81.00     1.25
 8388.17     2.57    20.31    21.33    28.73    10.85     1.00     0.41    80.88     1.25
 8388.33     2.66    20.37    21.43    28.75    10.84     1.00     0.42    80.77     1.25
 8388.50     2.73    20.42    21.53    28.73    10.82     1.00     0.44    80.68     1.25
 8388.67     2.79    20.47    21.62    28.75    10.80     1.00     0.45    80.59     1.26
 8388.83     2.84    20.51    21.70    28.75    10.81     1.00     0.46    80.52     1.26
 8389.00     2.89    20.54    21.77    28.76    10.81     1.00     0.48    80.46     1.26
 8389.17     2.95    20.58    21.85    28.76    10.80     1.00     0.50    80.41     1.26
 8389.33     3.02    20.61    21.93    28.76    10.80     1.00     0.52    80.36     1.26
 8389.50     3.09    20.64    22.01    28.77    10.80     1.00     0.54    80.32     1.26
 8389.67     3.15    20.67    22.08    28.77    10.79     1.00     0.56    80.28     1.26
 8389.83     3.19    20.70    22.16    28.78    10.79     1.00     0.58    80.25     1.26
 8390.00     3.23    20.73    22.24    28.79    10.79     1.00     0.60    80.22     1.27
 8390.17     3.28    20.75    22.31    28.79    10.79     1.00     0.63    80.20     1.27
 8390.33     3.35    20.77    22.37    28.80    10.79     1.00     0.66    80.18     1.27
 8390.50     3.38    20.79    22.44    28.80    10.79     1.00     0.69    80.16     1.27
 8390.67     3.39    20.81    22.51    28.78    10.78     1.00     0.72    80.15     1.27
 8390.83     3.38    20.82    22.57    28.78    10.77     1.00     0.76    80.13     1.28
 8391.00     3.34    20.82    22.62    28.77    10.76     1.00     0.79    80.12     1.28
 8391.17     3.27    20.81    22.66    28.76    10.76     1.00     0.83    80.11     1.28
 8391.33     3.19    20.80    22.69    28.74    10.76     1.00     0.87    80.10     1.28
 8391.50     3.11    20.78    22.71    28.71    10.78     1.00     0.91    80.09     1.29
 8391.67     3.01    20.75    22.71    28.68    10.78     1.00     0.94    80.09     1.29
 8391.83     2.91    20.72    22.72    28.65    10.78     1.00     0.97    80.08     1.29
 8392.00     2.80    20.68    22.70    28.61    10.79     1.00     1.00    80.07     1.29
 8392.17     2.67    20.64    22.66    28.57    10.79     1.00     1.00    80.07     1.29
 8392.33     2.51    20.59    22.61    28.52    10.79     1.00     1.00    80.07     1.29
 8392.50     2.34    20.53    22.55    28.47    10.79     1.00     1.00    80.06     1.29
 8392.67     2.18    20.47    22.49    28.41    10.80     1.00     1.00    80.06     1.29
 8392.83     2.02    20.41    22.43    28.34    10.80     1.00     1.00    80.06     1.29
 8393.00     1.88    20.34    22.37    28.28    10.80     1.00     1.00    80.06     1.29
 8393.17     1.77    20.28    22.30    28.22    10.80     1.00     1.00    80.05     1.29
 8393.33     1.67    20.23    22.25    28.16    10.80     1.00     1.00    80.05     1.29
 8393.50     1.58    20.17    22.20    28.11    10.79     1.00     1.00    80.05     1.29
 8393.67     1.49    20.13    22.15    28.06    10.79     1.00     1.00    80.05     1.29
 8393.83     1.41    20.08    22.10    28.01    10.79     1.00     1.00    80.05     1.29
 8394.00     1.33    20.04    22.06    27.97    10.79     1.00     1.00    80.05     1.29
